#asn|region|country|as_type|use_moreSpecific(yes;no)|announced_prefixes|moreSpecific_prefixes|moreSpecific_proportion_usage|announced_prefixes(list)
22394|arin|US|isp|yes|355|17|4.79|2001:4888:8010::/48,2001:4888:8011::/48,2001:4888:8012::/48,2001:4888:8013::/48,2001:4888:8014::/48,2001:4888:8015::/48,2001:4888:8016::/48,2001:4888:8017::/48,2001:4888:8020::/48,2001:4888:8021::/48,2001:4888:8022::/48,2001:4888:8024::/48,2001:4888:8025::/48,2001:4888:8026::/48,2001:4888:8030::/48,2001:4888:8031::/48,2001:4888:8032::/48,2001:4888:8033::/48,2001:4888:8034::/48,2001:4888:8035::/48,2001:4888:8036::/48,2001:4888:8037::/48,2001:4888:8038::/48,2001:4888:8039::/48,2001:4888:803a::/48,2001:4888:803b::/48,2001:4888:803c::/48,2001:4888:803d::/48,2001:4888:8041::/48,2001:4888:8042::/48,2001:4888:8043::/48,2001:4888:8045::/48,2001:4888:8046::/48,2001:4888:8047::/48,2001:4888:8050::/48,2001:4888:8051::/48,2001:4888:8052::/48,2001:4888:8053::/48,2001:4888:8061::/48,2001:4888:8062::/48,2001:4888:8063::/48,2001:4888:8064::/48,2001:4888:8065::/48,2001:4888:8066::/48,2001:4888:8067::/48,2001:4888:8068::/48,2600:1000::/32,2600:1000::/44,2600:1000:2000::/44,2600:1000:2010::/44,2600:1000:2100::/44,2600:1000:2110::/44,2600:1000:b000::/44,2600:1000:b010::/44,2600:1000:b020::/44,2600:1000:b100::/44,2600:1000:b110::/44,2600:1000:b120::/44,2600:1000:f000::/44,2600:1000:f100::/44,2600:1001::/32,2600:1001:2000::/44,2600:1001:2010::/44,2600:1001:2100::/44,2600:1001:2110::/44,2600:1001:b000::/44,2600:1001:b010::/44,2600:1001:b020::/44,2600:1001:b100::/44,2600:1001:b110::/44,2600:1001:b120::/44,2600:1001:e000::/44,2600:1001:f000::/44,2600:1001:f100::/44,2600:1002::/32,2600:1002:2000::/44,2600:1002:2010::/44,2600:1002:2100::/44,2600:1002:2110::/44,2600:1002:b000::/44,2600:1002:b010::/44,2600:1002:b020::/44,2600:1002:b100::/44,2600:1002:b110::/44,2600:1002:b120::/44,2600:1002:f000::/44,2600:1002:f100::/44,2600:1003::/32,2600:1003:2000::/44,2600:1003:2010::/44,2600:1003:2100::/44,2600:1003:2110::/44,2600:1003:b000::/44,2600:1003:b010::/44,2600:1003:b020::/44,2600:1003:b100::/44,2600:1003:b110::/44,2600:1003:b120::/44,2600:1003:e000::/44,2600:1003:f000::/44,2600:1003:f100::/44,2600:1004::/32,2600:1004:2000::/44,2600:1004:2010::/44,2600:1004:b000::/44,2600:1004:b010::/44,2600:1004:b020::/44,2600:1004:b100::/44,2600:1004:b110::/44,2600:1004:b120::/44,2600:1004:e000::/44,2600:1004:f000::/44,2600:1004:f100::/44,2600:1005::/32,2600:1005:2000::/44,2600:1005:2010::/44,2600:1005:2100::/44,2600:1005:2110::/44,2600:1005:a000::/44,2600:1005:a100::/44,2600:1005:b000::/44,2600:1005:b010::/44,2600:1005:b020::/44,2600:1005:b100::/44,2600:1005:b110::/44,2600:1005:b120::/44,2600:1005:d000::/44,2600:1005:e000::/44,2600:1005:e100::/44,2600:1005:f000::/44,2600:1005:f100::/44,2600:1006::/32,2600:1006:2100::/44,2600:1006:2110::/44,2600:1006:b000::/44,2600:1006:b010::/44,2600:1006:b020::/44,2600:1006:b100::/44,2600:1006:b110::/44,2600:1006:b120::/44,2600:1006:e000::/44,2600:1006:f000::/44,2600:1006:f100::/44,2600:1007::/32,2600:1007:2000::/44,2600:1007:2010::/44,2600:1007:2100::/44,2600:1007:2110::/44,2600:1007:b000::/44,2600:1007:b010::/44,2600:1007:b020::/44,2600:1007:b100::/44,2600:1007:b110::/44,2600:1007:b120::/44,2600:1007:e000::/44,2600:1007:e100::/44,2600:1007:f000::/44,2600:1007:f100::/44,2600:1008::/32,2600:1008:2000::/44,2600:1008:2010::/44,2600:1008:2100::/44,2600:1008:2110::/44,2600:1008:b000::/44,2600:1008:b010::/44,2600:1008:b020::/44,2600:1008:b100::/44,2600:1008:b110::/44,2600:1008:b120::/44,2600:1008:f000::/44,2600:1008:f100::/44,2600:1009::/32,2600:1009:2000::/44,2600:1009:2010::/44,2600:1009:2100::/44,2600:1009:2110::/44,2600:1009:b000::/44,2600:1009:b010::/44,2600:1009:b020::/44,2600:1009:b100::/44,2600:1009:b110::/44,2600:1009:b120::/44,2600:1009:e000::/44,2600:1009:f000::/44,2600:1009:f100::/44,2600:100a::/32,2600:100a:2000::/44,2600:100a:2010::/44,2600:100a:2100::/44,2600:100a:2110::/44,2600:100a:b000::/44,2600:100a:b010::/44,2600:100a:b020::/44,2600:100a:b100::/44,2600:100a:b110::/44,2600:100a:b120::/44,2600:100a:e000::/44,2600:100a:e100::/44,2600:100a:f000::/44,2600:100a:f100::/44,2600:100b:2000::/44,2600:100b:2010::/44,2600:100b:2100::/44,2600:100b:2110::/44,2600:100b:b000::/44,2600:100b:b010::/44,2600:100b:b020::/44,2600:100b:b100::/44,2600:100b:b110::/44,2600:100b:b120::/44,2600:100b:f000::/44,2600:100b:f100::/44,2600:100c::/32,2600:100c:2000::/44,2600:100c:2010::/44,2600:100c:2100::/44,2600:100c:2110::/44,2600:100c:a000::/44,2600:100c:a100::/44,2600:100c:a200::/44,2600:100c:b000::/44,2600:100c:b010::/44,2600:100c:b020::/44,2600:100c:b200::/44,2600:100c:b210::/44,2600:100c:b220::/44,2600:100c:f000::/44,2600:100c:f200::/44,2600:100d::/32,2600:100d:2000::/44,2600:100d:2010::/44,2600:100d:b000::/44,2600:100d:b010::/44,2600:100d:b020::/44,2600:100d:b100::/44,2600:100d:b110::/44,2600:100d:b120::/44,2600:100d:f000::/44,2600:100d:f100::/44,2600:100e:2000::/44,2600:100e:2010::/44,2600:100e:2100::/44,2600:100e:2110::/44,2600:100e:b000::/44,2600:100e:b010::/44,2600:100e:b020::/44,2600:100e:b100::/44,2600:100e:b110::/44,2600:100e:b120::/44,2600:100e:e000::/44,2600:100e:f000::/44,2600:100e:f100::/44,2600:100f::/32,2600:100f:2000::/44,2600:100f:2010::/44,2600:100f:2100::/44,2600:100f:2110::/44,2600:100f:b000::/44,2600:100f:b010::/44,2600:100f:b020::/44,2600:100f:b100::/44,2600:100f:b110::/44,2600:100f:b120::/44,2600:100f:f000::/44,2600:100f:f100::/44,2600:1010::/32,2600:1010:2000::/44,2600:1010:2010::/44,2600:1010:2100::/44,2600:1010:2110::/44,2600:1010:b000::/44,2600:1010:b010::/44,2600:1010:b020::/44,2600:1010:b100::/44,2600:1010:b110::/44,2600:1010:b120::/44,2600:1010:e000::/44,2600:1010:e100::/44,2600:1010:f000::/44,2600:1010:f100::/44,2600:1011:2000::/44,2600:1011:2010::/44,2600:1011:2100::/44,2600:1011:2110::/44,2600:1011:b000::/44,2600:1011:b010::/44,2600:1011:b020::/44,2600:1011:b100::/44,2600:1011:b110::/44,2600:1011:b120::/44,2600:1011:e000::/44,2600:1011:f000::/44,2600:1011:f100::/44,2600:1012::/32,2600:1012:2000::/44,2600:1012:2010::/44,2600:1012:2100::/44,2600:1012:2110::/44,2600:1012:b000::/44,2600:1012:b010::/44,2600:1012:b020::/44,2600:1012:b100::/44,2600:1012:b110::/44,2600:1012:b120::/44,2600:1012:e000::/44,2600:1012:f000::/44,2600:1012:f100::/44,2600:1013::/32,2600:1014::/32,2600:1014:2000::/44,2600:1014:2100::/44,2600:1014:b000::/44,2600:1014:b010::/44,2600:1014:b020::/44,2600:1014:b100::/44,2600:1014:b110::/44,2600:1014:b120::/44,2600:1014:e000::/44,2600:1014:e100::/44,2600:1014:f000::/44,2600:1014:f100::/44,2600:1015:2000::/44,2600:1015:2010::/44,2600:1015:2100::/44,2600:1015:2110::/44,2600:1015:b000::/44,2600:1015:b010::/44,2600:1015:b020::/44,2600:1015:b100::/44,2600:1015:b110::/44,2600:1015:b120::/44,2600:1015:f000::/44,2600:1015:f100::/44,2600:1016:2000::/44,2600:1016:2100::/44,2600:1016:b000::/44,2600:1016:b010::/44,2600:1016:b020::/44,2600:1016:b100::/44,2600:1016:b110::/44,2600:1016:b120::/44,2600:1016:f000::/44,2600:1016:f100::/44,2600:1017:2000::/44,2600:1017:2010::/44,2600:1017:2100::/44,2600:1017:2110::/44,2600:1017:b000::/44,2600:1017:b010::/44,2600:1017:b020::/44,2600:1017:b100::/44,2600:1017:b110::/44,2600:1017:b120::/44,2600:1017:f000::/44,2600:1017:f100::/44
25973|arin|US|hosting|yes|11|2|18.18|2001:4890::/32,2001:4890:c00::/38,2001:4890:1000::/38,2001:4890:1800::/38,2001:4890:1c00::/38,2001:4890:2800::/38,2607:f588::/32,2a02:9e8::/32,2a02:9e8:800::/38,2a02:9e8:c00::/38,2a02:9e8:1000::/38
14332|arin|US|business|no|1|0|0.00|2001:4890:2020::/48
3598|arin|US|business|no|1|0|0.00|2001:4898::/32
8071|arin|US|none|yes|3|1|33.33|2001:4898:7000::/40,2404:f801::/32,2404:f801:8058::/48
52985|lacnic|BR|none|no|1|0|0.00|2001:4898:de08::/48
6128|arin|US|isp|no|4|0|0.00|2001:48a0::/32,2600:4800::/28,2602:230::/32,2607:fda8::/32
237|arin|US|education|yes|8|1|12.50|2001:48a8::/32,2001:48a8:68fe::/48,2604:380::/32,2605:dd00::/32,2606:9700::/32,2620:0:2be0::/48,2620:a8::/48,2620:118:c000::/40
19517|arin|US|hosting|no|1|0|0.00|2001:48b8::/32
14589|arin|US|hosting|no|1|0|0.00|2001:48c0::/32
29791|arin|US|none|yes|6|1|16.67|2001:48c8::/32,2001:48c8:10::/48,2001:48c8:13::/48,2001:48c8:14::/48,2001:48c8:15::/48,2404:1200::/32
195|arin|US|education|yes|2|1|50.00|2001:48d0::/32,2001:48d0::/35
75|arin|US|none|no|1|0|0.00|2001:48d0:a000::/35
7377|arin|US|education|no|2|0|0.00|2001:48d0:c000::/34,2607:f720::/32
6596|arin|US|hosting|no|1|0|0.00|2001:48d8::/32
40498|arin|US|education|no|1|0|0.00|2001:48e0::/32
11232|arin|US|isp|no|1|0|0.00|2001:48f8::/32
13657|arin|CA|hosting|no|1|0|0.00|2001:4900::/32
13819|arin|US|business|no|1|0|0.00|2001:4928::/32
19530|arin|US|government|no|1|0|0.00|2001:4930::/32
6263|arin|US|none|no|1|0|0.00|2001:4930::/36
33554|arin|CA|hosting|no|1|0|0.00|2001:4938::/32
7782|arin|US|isp|no|1|0|0.00|2001:4948::/32
20205|arin|US|isp|no|1|0|0.00|2001:4950::/32
577|arin|CA|isp|no|1|0|0.00|2001:4958::/32
30513|arin|US|hosting|no|1|0|0.00|2001:4968::/32
11274|arin|US|none|no|1|0|0.00|2001:4970::/32
19255|arin|US|hosting|no|1|0|0.00|2001:4978::/32
7753|arin|US|hosting|yes|2|1|50.00|2001:4980::/32,2001:4980:4444::/48
36129|arin|US|none|no|1|0|0.00|2001:4998:4::/48
26316|arin|US|none|no|1|0|0.00|2001:4998:8::/48
36647|arin|US|isp|no|2|0|0.00|2001:4998:c::/46,2001:4998:eff5::/48
36752|arin|US|isp|no|2|0|0.00|2001:4998:28::/46,2001:4998:2c::/46
26085|arin|US|isp|no|2|0|0.00|2001:4998:38::/46,2001:4998:efe6::/48
36646|arin|US|isp|no|2|0|0.00|2001:4998:44::/46,2001:4998:efeb::/48
14778|arin|US|business|no|1|0|0.00|2001:4998:50::/46
26101|arin|US|isp|no|2|0|0.00|2001:4998:58::/46,2001:4998:ef99::/48
13533|arin|US|none|no|1|0|0.00|2001:4998:efad::/48
7233|arin|US|isp|no|2|0|0.00|2001:4998:effd::/48,2001:49a0:fbff::/48
26860|arin|US|isp|no|1|0|0.00|2001:49b0::/32
21737|arin|US|isp|no|1|0|0.00|2001:49b8::/32
22284|arin|US|government|no|1|0|0.00|2001:49c8::/32
1842|arin|US|government|no|1|0|0.00|2001:49c8:4000::/48
2495|arin|US|education|no|1|0|0.00|2001:49d0::/32
11659|arin|US|education|no|1|0|0.00|2001:49d0:80::/42
18460|arin|US|education|no|1|0|0.00|2001:49d0:100::/42
20177|arin|US|education|no|1|0|0.00|2001:49d0:140::/42
15116|arin|US|education|no|1|0|0.00|2001:49d0:180::/42
2496|arin|US|education|no|1|0|0.00|2001:49d0:8400::/38
30058|arin|US|hosting|no|2|0|0.00|2001:49f0:b000::/36,2a02:4700::/32
14230|arin|US|hosting|yes|4|1|25.00|2001:49f8::/32,2604:9b00::/32,2604:9b00:2401::/48,2604:9b00:3c00::/38
12620|ripencc|CH|isp|no|1|0|0.00|2001:4b00::/29
29452|ripencc|GB|hosting|no|2|0|0.00|2001:4b08::/32,2a01:6f20::/32
3213|ripencc|GB|isp|no|1|0|0.00|2001:4b10::/32
20746|ripencc|IT|hosting|no|1|0|0.00|2001:4b18::/32
34288|ripencc|CH|education|yes|2|1|50.00|2001:4b20::/29,2001:4b20::/32
6775|ripencc|CH|hosting|no|2|0|0.00|2001:4b28::/32,2a01:528::/32
25220|ripencc|DE|hosting|no|3|0|0.00|2001:4b38::/32,2001:4b39::/32,2a00:9e00::/32
25501|ripencc|GB|none|no|1|0|0.00|2001:4b48::/32
6802|ripencc|BG|education|no|1|0|0.00|2001:4b58::/32
28857|ripencc|AT|hosting|no|1|0|0.00|2001:4b60::/32
12637|ripencc|IT|hosting|yes|2|1|50.00|2001:4b78::/29,2001:4b78::/32
20640|ripencc|DE|hosting|no|1|0|0.00|2001:4b88::/32
29169|ripencc|FR|hosting|no|2|0|0.00|2001:4b98::/32,2604:3400::/32
24961|ripencc|DE|hosting|no|1|0|0.00|2001:4ba0::/32
12570|ripencc|CZ|isp|no|1|0|0.00|2001:4ba8::/32
42283|ripencc|DE|none|no|1|0|0.00|2001:4bc0::/32
8412|ripencc|AT|isp|no|1|0|0.00|2001:4bc8::/32
15725|ripencc|DE|hosting|no|2|0|0.00|2001:4bd8::/32,2a01:75c0::/32
31595|ripencc|GB|isp|no|1|0|0.00|2001:4be8::/32
29527|ripencc|GB|hosting|no|1|0|0.00|2001:4bf0:1::/48
8271|ripencc|CH|hosting|no|1|0|0.00|2001:4bf8::/32
34695|ripencc|IT|none|no|1|0|0.00|2001:4c00::/32
197835|ripencc|IT|hosting|no|1|0|0.00|2001:4c00:893b::/48
24586|ripencc|NL|hosting|no|1|0|0.00|2001:4c10::/32
29636|ripencc|IE|hosting|yes|3|1|33.33|2001:4c20::/32,2001:4c20:2::/48,2001:4c20:3::/48
39832|ripencc|NO|hosting|yes|8|1|12.50|2001:4c28::/32,2001:4c28:1::/48,2001:4c28:20::/48,2001:4c28:194::/48,2001:4c28:1000::/36,2001:4c28:3000::/48,2001:4c28:4000::/36,2001:4c28:a000::/40
9085|ripencc|PL|hosting|no|1|0|0.00|2001:4c30::/32
15435|ripencc|NL|isp|no|1|0|0.00|2001:4c38::/32
8368|ripencc|BE|isp|no|2|0|0.00|2001:4c40::/32,2a00:e760::/32
5483|ripencc|HU|isp|yes|3|2|66.67|2001:4c48::/29,2001:4c48::/32,2001:4c48:e::/48
35244|ripencc|DE|isp|no|1|0|0.00|2001:4c50::/32
8286|ripencc|PL|education|no|1|0|0.00|2001:4c58::/32
13119|ripencc|PL|education|no|1|0|0.00|2001:4c5c::/30
12386|ripencc|ES|none|no|1|0|0.00|2001:4c60::/32
28678|ripencc|PL|education|no|1|0|0.00|2001:4c70::/32
12350|ripencc|CH|isp|no|1|0|0.00|2001:4c78::/32
2857|ripencc|DE|education|no|1|0|0.00|2001:4c80::/32
35612|ripencc|IT|isp|no|1|0|0.00|2001:4c90::/29
35062|ripencc|DE|hosting|no|1|0|0.00|2001:4c98::/32
12816|ripencc|DE|hosting|no|1|0|0.00|2001:4ca0::/32
12964|ripencc|DE|none|no|1|0|0.00|2001:4ca8::/32
29009|ripencc|GB|isp|no|1|0|0.00|2001:4cb0::/32
31246|ripencc|CZ|isp|no|2|0|0.00|2001:4cc8::/32,2a01:4240::/32
8551|ripencc|IL|isp|no|1|0|0.00|2001:4cd0::/32
8319|ripencc|DE|hosting|no|1|0|0.00|2001:4cd8::/32
25058|ripencc|DE|hosting|no|1|0|0.00|2001:4ce0::/32
34868|ripencc|DE|none|no|4|0|0.00|2001:4ce9::/32,2001:4cea::/32,2001:4cec::/32,2001:4cee::/32
35246|ripencc|DE|none|no|1|0|0.00|2001:4cf0::/32
13167|ripencc|DE|business|no|1|0|0.00|2001:4cf8::/32
8226|ripencc|AM|hosting|no|1|0|0.00|2001:4d00::/32
8972|ripencc|DE|hosting|no|1|0|0.00|2001:4d08::/32
16030|ripencc|ES|isp|no|1|0|0.00|2001:4d10::/32
8569|ripencc|DE|business|no|2|0|0.00|2001:4d20::/34,2001:4d20:4000::/34
39290|ripencc|DE|business|no|1|0|0.00|2001:4d20:c000::/34
5555|ripencc|GB|hosting|no|2|0|0.00|2001:4d30::/32,2607:c400::/32
12850|ripencc|IT|hosting|no|1|0|0.00|2001:4d38::/32
8468|ripencc|GB|isp|no|4|0|0.00|2001:4d48::/32,2a02:98:d51::/48,2a02:ca8::/32,2a03:f880::/32
1126|ripencc|EU|hosting|no|1|0|0.00|2001:4d60::/32
25441|ripencc|IE|business|no|1|0|0.00|2001:4d68::/32
15830|ripencc|GB|hosting|yes|30|1|3.33|2001:4d78:100::/40,2001:4d78:200::/40,2001:4d78:300::/40,2001:4d78:400::/40,2001:4d78:500::/40,2001:4d78:600::/40,2001:4d78:800::/40,2001:4d78:5300::/40,2001:4d78:fe01::/48,2001:4d78:fe02::/48,2001:4d78:fe03::/48,2001:4d78:fe04::/48,2001:4d78:fe05::/48,2001:4d78:fe06::/48,2001:4d78:fe08::/48,2001:4d78:fe53::/48,2001:4d78:ff01::/48,2001:4d78:ff02::/48,2001:4d78:ff03::/48,2001:4d78:ff04::/48,2001:4d78:ff05::/48,2001:4d78:ff06::/48,2001:4d78:ff08::/48,2a00:a0a0::/48,2a00:a0a0:1::/48,2a00:fd80::/32,2a00:fd80:aaaa::/48,2a01:7e00::/32,2a02:170::/32,2a04:ad80::/48
31333|ripencc|DE|hosting|no|1|0|0.00|2001:4d88::/32
12769|ripencc|ES|none|no|1|0|0.00|2001:4d90::/32
33845|ripencc|CH|business|yes|2|1|50.00|2001:4da0:8000::/37,2001:4da0:8000::/48
28824|ripencc|NO|hosting|no|1|0|0.00|2001:4da8::/32
35028|ripencc|GB|hosting|no|1|0|0.00|2001:4db0::/32
35706|ripencc|SE|isp|no|1|0|0.00|2001:4db8::/32
6067|ripencc|EU|none|no|1|0|0.00|2001:4dc0::/32
16316|ripencc|DE|hosting|no|1|0|0.00|2001:4dc8::/32
13069|ripencc|NO|none|no|1|0|0.00|2001:4dd8::/32
33438|arin|US|hosting|no|3|0|0.00|2001:4de0:500::/40,2001:4de0:600::/40,2001:4de0:6000::/40
26769|arin|US|none|no|2|0|0.00|2001:4de0:2001::/48,2001:4de0:4301::/48
1273|ripencc|EU|isp|no|2|0|0.00|2001:5000::/21,2a00:a2c0::/32
2529|ripencc|EU|none|no|1|0|0.00|2001:5100::/24
38016|apnic|AU|isp|no|4|0|0.00|2001:7010::/48,2003:7010::/48,2406:c800:80::/41,2406:c800:f000::/48
17419|apnic|TW|none|no|1|0|0.00|2001:b000::/21
3462|apnic|TW|isp|no|26|0|0.00|2001:b032:7::/48,2001:b032:8::/48,2001:b032:9::/48,2001:b032:a::/48,2001:b032:b::/48,2001:b032:c::/48,2001:b032:d::/48,2001:b032:e::/48,2001:b032:f::/48,2001:b032:10::/48,2001:b032:11::/48,2001:b032:12::/48,2001:b032:14::/48,2001:b032:15::/48,2001:b032:17::/48,2001:b032:19::/48,2001:b032:1e::/48,2001:b032:5c00::/48,2001:b032:7000::/48,2001:b032:7001::/48,2001:b032:8010::/48,2001:b032:8011::/48,2001:b032:c000::/48,2405:6100::/32,2406:300::/32,2407:4700::/32
51830|ripencc|BG|business|no|1|0|0.00|2026:10c:6003::/48
4766|apnic|KR|isp|no|5|0|0.00|2400:144::/48,2400:241::/48,2400:244::/48,2400:325:8000::/48,2400:5c5:8000::/48
10021|apnic|JP|hosting|yes|4|1|25.00|2400:1000::/32,2400:1000::/34,2400:1000:4000::/34,2400:1000:8000::/33
9503|apnic|NZ|none|yes|6|1|16.67|2400:1200::/32,2402:6000::/32,2403:c200::/32,2403:f700::/32,2403:f700:69::/48,2404:d000::/32
132456|apnic|NZ|none|no|1|0|0.00|2400:1200::/48
7696|apnic|NZ|none|no|1|0|0.00|2400:1200:1::/48
9831|apnic|TW|business|no|1|0|0.00|2400:1300::/32
4826|apnic|AU|hosting|yes|8|2|25.00|2400:1580::/32,2400:d080::/32,2402:7800::/32,2402:7800:ff00::/40,2402:7800:ff00::/48,2402:7800:ff01::/48,2402:7800:ffe0::/48,2402:7800:ffe1::/48
58895|apnic|PK|isp|no|1|0|0.00|2400:1680::/32
45166|apnic|SG|isp|no|1|0|0.00|2400:1700::/32
17670|apnic|ID|isp|yes|9|7|77.78|2400:1880::/32,2400:1880::/34,2400:1880::/36,2400:1880::/40,2400:1880::/44,2400:1880::/48,2400:1880:8000::/34,2400:1880:8000::/36,2400:1880:8000::/40
9519|apnic|AU|isp|no|1|0|0.00|2400:1900:2000::/36
38584|apnic|PK|business|no|1|0|0.00|2400:1a80::/32
23790|apnic|JP|business|no|1|0|0.00|2400:1b80::/32
45143|apnic|SG|isp|no|7|0|0.00|2400:1c00:2::/48,2400:1c00:3::/48,2400:1c00:4::/48,2400:1c00:b::/48,2400:1c00:c::/48,2400:1c00:1e::/48,2400:1c00:1f::/48
58643|apnic|HK|none|no|1|0|0.00|2400:1c80::/32
9656|apnic|SG|business|no|1|0|0.00|2400:1d00::/32
45769|apnic|IN|isp|no|2|0|0.00|2400:1f00::/48,2400:1f00:1::/48
58451|apnic|HK|none|no|8|0|0.00|2400:1f80::/32,2400:5480::/32,2400:8e80::/32,2400:f700::/32,2402:7300::/32,2404:af00::/32,2407:900::/32,2407:7b00::/32
17676|apnic|JP|isp|no|3|0|0.00|2400:2000::/20,2403:7a00::/32,2403:9900::/24
7527|apnic|JP|business|no|1|0|0.00|2400:3000::/32
55424|apnic|AF|isp|yes|2|1|50.00|2400:3080::/32,2400:3080:10::/44
45935|apnic|VU|isp|no|3|0|0.00|2400:3100::/40,2400:3100:4000::/40,2400:3100:8000::/40
45582|apnic|IN|isp|no|1|0|0.00|2400:3680::/32
38904|apnic|MY|none|no|1|0|0.00|2400:3700::/32
9617|apnic|JP|business|no|1|0|0.00|2400:3800::/32
132998|apnic|IN|none|no|1|0|0.00|2400:3a80::/48
133307|apnic|IN|none|no|2|0|0.00|2400:3b80:3::/48,2400:3b80:4::/48
38258|apnic|SG|business|no|1|0|0.00|2400:3c00::/32
56304|apnic|NZ|isp|yes|4|1|25.00|2400:3d80::/32,2400:6900::/32,2400:6900:ffff::/48,2407:c100::/32
7664|apnic|JP|isp|no|1|0|0.00|2400:3f80::/32
17426|apnic|IN|hosting|no|2|0|0.00|2400:4480::/48,2400:4480:1000::/48
17746|apnic|NZ|none|no|1|0|0.00|2400:4800::/32
9341|apnic|ID|isp|no|1|0|0.00|2400:4a00::/32
59172|apnic|IN|none|no|1|0|0.00|2400:4a80::/32
17477|apnic|AU|isp|no|2|0|0.00|2400:4b00::/32,2400:cc00::/32
17888|apnic|HK|hosting|no|2|0|0.00|2400:4c00::/32,2400:f000::/32
55794|apnic|ID|isp|no|1|0|0.00|2400:4c80::/32
45510|apnic|AU|isp|no|1|0|0.00|2400:4d00::/32
17911|apnic|PK|isp|no|1|0|0.00|2400:4f00::/36
133149|apnic|TH|isp|no|1|0|0.00|2400:4f80::/32
38826|apnic|AU|isp|no|1|0|0.00|2400:5000::/32
45506|apnic|AU|none|no|1|0|0.00|2400:5000:aa1d::/48
10012|apnic|JP|hosting|no|1|0|0.00|2400:5100::/32
55410|apnic|IN|isp|no|5|0|0.00|2400:5200:c00::/40,2400:5200:1000::/40,2400:5200:1400::/40,2400:5200:1800::/40,2400:5200:1c00::/40
131320|apnic|CN|none|no|1|0|0.00|2400:5280::/38
45815|apnic|IN|hosting|no|1|0|0.00|2400:5300::/48
38712|apnic|BD|isp|yes|2|1|50.00|2400:5800::/32,2400:5800:4::/48
18021|apnic|NZ|business|no|1|0|0.00|2400:5900::/32
58691|apnic|BD|none|yes|17|1|5.88|2400:5a80::/32,2407:1500::/32,2407:1500::/36,2407:1500:4000::/36,2407:1500:5000::/36,2407:1500:6000::/36,2407:1500:7000::/36,2407:1500:8000::/36,2407:1500:9000::/36,2407:1500:a000::/36,2407:1500:b000::/36,2407:1500:c000::/36,2407:1500:d000::/36,2407:1500:e000::/36,2407:1500:f000::/36,2407:6d00::/32,2407:6f00::/32
7598|apnic|AU|none|no|1|0|0.00|2400:5e00::/32
133165|apnic|SG|none|no|1|0|0.00|2400:6180::/48
132876|apnic|TH|business|no|1|0|0.00|2400:6280::/48
17825|apnic|IN|business|no|1|0|0.00|2400:6300::/48
38895|apnic|JP|none|no|1|0|0.00|2400:6500::/32
13414|arin|US|hosting|no|3|0|0.00|2400:6680::/32,2620:fe::/40,2a04:9d47::/32
16509|arin|US|hosting|no|7|0|0.00|2400:6700::/32,2403:b300::/32,2406:da00::/32,2620:107:3000::/44,2620:108:7000::/44,2804:800::/32,2a01:578::/32
10105|apnic|AU|hosting|no|1|0|0.00|2400:6800::/32
45838|apnic|AU|isp|no|1|0|0.00|2400:6c00::/32
45355|apnic|FJ|isp|no|1|0|0.00|2400:6d00::/32
38719|apnic|AU|hosting|no|2|0|0.00|2400:6d80::/32,2407:4c00::/32
132882|apnic|MY|none|no|1|0|0.00|2400:6e80::/32
4845|apnic|TW|isp|no|1|0|0.00|2400:7000::/32
17485|apnic|HK|government|no|1|0|0.00|2400:7300:8000::/48
38044|apnic|MY|business|no|1|0|0.00|2400:7400::/32
45325|apnic|ID|isp|no|1|0|0.00|2400:7500::/32
45347|apnic|AU|business|no|1|0|0.00|2400:7600::/32
133193|apnic|TH|business|yes|21|2|9.52|2400:7b80::/30,2400:7b80::/32,2400:7b80::/36,2400:7b80:1000::/36,2400:7b80:2000::/36,2400:7b80:3000::/36,2400:7b80:4000::/36,2400:7b80:5000::/36,2400:7b80:6000::/36,2400:7b80:7000::/36,2400:7b80:8000::/36,2400:7b80:9000::/36,2400:7b80:a000::/36,2400:7b80:b000::/36,2400:7b80:c000::/36,2400:7b80:d000::/36,2400:7b80:e000::/36,2400:7b80:f000::/36,2400:7b81::/32,2400:7b82::/32,2400:7b83::/32
38278|apnic|MY|hosting|no|1|0|0.00|2400:7c00::/32
56219|apnic|AU|none|no|1|0|0.00|2400:7d00::/32
24572|apnic|JP|business|no|1|0|0.00|2400:7e00::/32
59258|apnic|SG|business|no|1|0|0.00|2400:7e80::/32
4800|apnic|ID|isp|no|1|0|0.00|2400:8000::/32
10002|apnic|JP|isp|no|1|0|0.00|2400:8300::/32
18085|apnic|JP|none|no|1|0|0.00|2400:8400::/32
7506|apnic|JP|hosting|no|7|0|0.00|2400:8500:1000::/36,2400:8500:2000::/36,2400:8500:6703::/48,2400:8500:9d07::/48,2400:8500:cbbd::/48,2400:8500:d29d::/48,2400:8500:d37d::/48
55907|apnic|JP|isp|no|5|0|0.00|2400:8500:3000::/48,2400:8500:3100::/48,2400:8500:3200::/48,2400:8500:3300::/48,2400:8500:3fff::/48
58649|apnic|JP|isp|no|1|0|0.00|2400:8500:4000::/36
58651|apnic|JP|isp|no|1|0|0.00|2400:8500:5000::/36
55394|apnic|JP|business|yes|5|1|20.00|2400:8700::/32,2400:8700:101::/48,2400:8700:102::/48,2400:8700:103::/48,2400:8700:104::/48
